SPEED,TRACK_POSITION,ANGLE_TO_TRACK_AXIS,TRACK_EDGE_0,TRACK_EDGE_1,TRACK_EDGE_2,TRACK_EDGE_3,TRACK_EDGE_4,TRACK_EDGE_5,TRACK_EDGE_6,TRACK_EDGE_7,ACCELERATION,BRAKE,STEERING
194.747,-0.740581,-0.065015,10.4656,10.5064,10.8794,11.6468,12.9542,15.1092,18.81,25.9563,1,0,0.0
194.939,-0.728017,-0.0658261,10.3906,10.4297,10.7984,11.5581,12.853,14.9875,18.6516,25.7215,1,0,0.0
195.12,-0.715627,-0.0664942,10.3166,10.3541,10.7189,11.4715,12.7546,14.8696,18.4994,25.4984,1,0,0.0
195.299,-0.70325,-0.0670044,10.2425,10.2789,10.64,11.3859,12.6579,14.7545,18.3519,25.2852,1,0,0.0
195.479,-0.691018,-0.0673715,10.1692,10.2046,10.5624,11.3021,12.5636,14.643,18.2102,25.0828,1,0,0.0
195.659,-0.678785,-0.0676233,10.0958,10.1305,10.4852,11.2189,12.4704,14.5332,18.0717,24.8872,1,0,0.0
195.839,-0.666523,-0.0677883,10.0222,10.0564,10.4082,11.1361,12.3778,14.4246,17.9353,24.6962,1,0,0.0
196.02,-0.654234,-0.0678918,9.94832,9.98211,10.3311,11.0534,12.2856,14.3167,17.8003,24.5083,1,0,0.0
196.201,-0.641916,-0.0679528,9.87428,9.90771,10.254,10.9708,12.1936,14.2092,17.6661,24.3225,1,0,0.0
196.382,-0.629568,-0.0679857,9.80005,9.83317,10.1768,10.8881,12.1016,14.1018,17.5324,24.1378,1,0,0.0
196.563,-0.617184,-0.0680005,9.72558,9.75842,10.0994,10.8053,12.0095,13.9945,17.3988,23.9535,1,0,0.0
196.743,-0.604777,-0.0680038,9.65097,9.68356,10.0219,10.7223,11.9174,13.8871,17.2652,23.7696,1,0,0.0
196.924,-0.592341,-0.0680014,9.57618,9.60852,9.94425,10.6393,11.825,13.7795,17.1315,23.5855,1,0,0.0
197.104,-0.579877,-0.0679957,9.50122,9.53332,9.86643,10.556,11.7325,13.6717,16.9975,23.4012,1,0,0.0
